target_qb_id,target_qb_name,qb_id,qb_name,qb_type,decision_year,years_since_draft,season,draft_year,total_yards_adj,Pass_ANY/A_adj,got_paid,payment_year
FielJu00,Justin Fields,FielJu00,Justin Fields,target,4,0,2021,2021,2308.472609566362,4.265434425331435,False,
FielJu00,Justin Fields,FielJu00,Justin Fields,target,4,1,2022,2021,3403.15490513682,4.648478991826358,False,
FielJu00,Justin Fields,FielJu00,Justin Fields,target,4,2,2023,2021,3227.609208312437,5.300535548644078,False,
FielJu00,Justin Fields,FielJu00,Justin Fields,target,4,3,2024,2021,1395.0,5.86,False,
FielJu00,Justin Fields,JoneDa05,Daniel Jones,comp,4,0,2019,2019,3350.687514724299,5.434004180188107,True,2023.0
FielJu00,Justin Fields,JoneDa05,Daniel Jones,comp,4,1,2020,2019,3402.3006963306816,4.95943021819679,True,2023.0
FielJu00,Justin Fields,JoneDa05,Daniel Jones,comp,4,2,2021,2019,2747.989665361529,5.653712610934591,True,2023.0
FielJu00,Justin Fields,JoneDa05,Daniel Jones,comp,4,3,2022,2019,3933.9867485377777,5.913507831934611,True,2023.0
FielJu00,Justin Fields,LeftBy00,Byron Leftwich,comp,4,0,2003,2003,3100.68368690967,5.468246860260272,False,
FielJu00,Justin Fields,LeftBy00,Byron Leftwich,comp,4,1,2004,2003,3263.0762356203104,5.977627243598832,False,
FielJu00,Justin Fields,LeftBy00,Byron Leftwich,comp,4,2,2005,2003,2306.9142145968526,6.671967741935482,False,
FielJu00,Justin Fields,LeftBy00,Byron Leftwich,comp,4,3,2006,2003,1260.5208193039252,5.5381407957529705,False,
FielJu00,Justin Fields,DarnSa00,Sam Darnold,comp,4,0,2018,2018,3051.8422431192357,5.303245611617845,False,
FielJu00,Justin Fields,DarnSa00,Sam Darnold,comp,4,1,2019,2018,3127.71375391385,5.555208734393046,False,
FielJu00,Justin Fields,DarnSa00,Sam Darnold,comp,4,2,2020,2018,2451.152462448575,4.193339371483465,False,
FielJu00,Justin Fields,DarnSa00,Sam Darnold,comp,4,3,2021,2018,2771.175198121366,4.376094280705599,False,
FielJu00,Justin Fields,HarrJo00,Joey Harrington,comp,4,0,2002,2002,2441.257911361047,4.161995956834942,False,
FielJu00,Justin Fields,HarrJo00,Joey Harrington,comp,4,1,2003,2002,3141.997887042734,4.028136045916917,False,
FielJu00,Justin Fields,HarrJo00,Joey Harrington,comp,4,2,2004,2002,3403.571262922836,5.342374174157143,False,
FielJu00,Justin Fields,HarrJo00,Joey Harrington,comp,4,3,2005,2002,2213.162906332414,4.655827956989247,False,
FielJu00,Justin Fields,GrosRe00,Rex Grossman,comp,4,0,2003,2003,461.871570718352,5.363891004148434,False,
FielJu00,Justin Fields,GrosRe00,Rex Grossman,comp,4,1,2004,2003,691.9116006252196,5.49858394533133,False,
FielJu00,Justin Fields,GrosRe00,Rex Grossman,comp,4,2,2005,2003,272.82684090437664,4.676612903225806,False,
FielJu00,Justin Fields,GrosRe00,Rex Grossman,comp,4,3,2006,2003,3356.136681396701,5.403317143421906,False,
FielJu00,Justin Fields,SancMa00,Mark Sanchez,comp,4,0,2009,2009,2656.278938567801,4.195074371351595,True,2012.0
FielJu00,Justin Fields,SancMa00,Mark Sanchez,comp,4,1,2010,2009,3527.7366020661298,5.533994118470803,True,2012.0
FielJu00,Justin Fields,SancMa00,Mark Sanchez,comp,4,2,2011,2009,3705.490594362659,5.183949633853207,True,2012.0
FielJu00,Justin Fields,SancMa00,Mark Sanchez,comp,4,3,2012,2009,3007.257398162935,4.466534266826589,True,2012.0
FielJu00,Justin Fields,BradSa00,Sam Bradford,comp,4,0,2010,2010,3713.6803157792738,4.865388881109089,False,
FielJu00,Justin Fields,BradSa00,Sam Bradford,comp,4,1,2011,2010,2268.667710834281,4.609095813069485,False,
FielJu00,Justin Fields,BradSa00,Sam Bradford,comp,4,2,2012,2010,3952.5135023604903,5.777810381858247,False,
FielJu00,Justin Fields,BradSa00,Sam Bradford,comp,4,3,2013,2010,1769.931567414443,6.236351742567642,False,
FielJu00,Justin Fields,TannRy00,Ryan Tannehill,comp,4,0,2012,2012,3620.8990658059374,5.357792251262169,True,2015.0
FielJu00,Justin Fields,TannRy00,Ryan Tannehill,comp,4,1,2013,2012,4276.47609798449,5.1117637234161,True,2015.0
FielJu00,Justin Fields,TannRy00,Ryan Tannehill,comp,4,2,2014,2012,4475.374524838021,5.9482292968858514,True,2015.0
FielJu00,Justin Fields,TannRy00,Ryan Tannehill,comp,4,3,2015,2012,4455.971272540269,6.0176481840864975,True,2015.0
FielJu00,Justin Fields,TrubMi00,Mitchell Trubisky,comp,4,0,2017,2017,2487.444436599084,5.121254417936823,False,
FielJu00,Justin Fields,TrubMi00,Mitchell Trubisky,comp,4,1,2018,2017,3703.2677768652993,6.669539805450686,False,
FielJu00,Justin Fields,TrubMi00,Mitchell Trubisky,comp,4,2,2019,2017,3376.025442089123,5.090591276607446,False,
FielJu00,Justin Fields,TrubMi00,Mitchell Trubisky,comp,4,3,2020,2017,2274.2651713440387,6.0480856319473055,False,
